Ligand,SMILES,LGFE(kcal/mol),LE(kcal/mol),PoseNo
Z57975869,COc1ccc(O)c(C(=O)c2cnn(C(=O)CN3CCCC3=O)c2)c1,-11.100,-0.444,03
Z961060594,Cc1nnc(-c2ccc(NC(=O)c3ccc(-n4cnnn4)cc3)cc2)[nH]1,-11.100,-0.427,04
Z827260718,Cc1cccc(NC(=O)CCNC(=O)c2cccc(OC(F)F)c2)n1,-11.098,-0.444,05
Z2055344110,NC(=O)C[C@H]1CCC[N@@H+](Cc2nnc(C3CC3)n2C2CC2)CC1,-11.097,-0.482,01
Z319142490,CCNC(=O)CN1CCN(CC(=O)N[C@H](C)COC)CC1,-11.097,-0.528,01
Z1143371986,CC(C)C[N@H+]1CCO[C@@H](CNS(=O)(=O)C[C@@H]2CCOC2)C1,-11.096,-0.528,04
Z49725770,C/C(=N/NC(=O)c1ccc2c(c1)OCO2)c1ccc(N2CCOCC2)cc1,-11.096,-0.411,04
Z1892562909,O=C(Nc1ccc(N2CCOCC2)cn1)N1CCN2CCOC[C@@H]2C1,-11.095,-0.444,02
Z26245085,COc1ccccc1CNC(=O)CO/N=C/c1ccc(N(C)C)cc1,-11.094,-0.444,01
Z281543178,CC(C)=C[C@H]1[C@H](C(=O)NCCc2nnc3n2CCCCC3)C1(C)C,-11.094,-0.462,03
Z353408976,O=C(NCCCOc1ccccc1)N1CCN(c2ncccn2)CC1,-11.094,-0.444,03
Z1139298617,Cc1nnc2n1CCN(C(=O)CCOc1ccc(C(C)C)cc1)C2,-11.093,-0.462,01
Z1754500736,CC(C)c1nnc([C@@H]2CN(S(=O)(=O)/C=C/c3ccccc3Cl)CCO2)o1,-11.093,-0.427,05
Z32835816,COc1ccc(CC(=O)N2CCC(C(=O)N3CCOCC3)CC2)cc1,-11.093,-0.444,03
Z1024081014,CC(=O)c1cccc(OCCCC(=O)N[C@@H](C#N)CC(C)C)c1,-11.091,-0.482,01
Z227548446,COc1ccccc1-c1cc(CSc2nnc(C(C)(C)C)[nH]2)on1,-11.090,-0.462,05
Z941756586,CC(=O)c1cccc(OCCCC(=O)N2C[C@H](C(N)=O)CC[C@H]2C)c1,-11.090,-0.444,02
Z827344606,CCOc1ccc(C[C@@H](CNC(=O)c2cnccn2)C(N)=O)cc1,-11.089,-0.462,02
Z2098307982,O=C(NCc1cccc(O)c1)N1CCO[C@@]2(CCCOC2)C1,-11.088,-0.504,01
Z344219094,COc1cc(C(C)=O)ccc1OCC(=O)NC[C@H](C)[N@@H+]1CCc2ccccc2C1,-11.086,-0.382,01
Z281543178,CC(C)=C[C@H]1[C@H](C(=O)NCCc2nnc3n2CCCCC3)C1(C)C,-11.085,-0.462,04
Z434457782,CCOc1ccc2c(c1)CC(C(=O)NCCCn1cncn1)=CO2,-11.085,-0.462,04
Z2010703506,Cc1ccc(C2=NO[C@@H](CNc3ncnc4c3cnn4C)C2)cc1C,-11.084,-0.443,03
Z2010703506,Cc1ccc(C2=NO[C@@H](CNc3ncnc4c3cnn4C)C2)cc1C,-11.084,-0.443,04
Z1328616701,COc1cc(C[NH+]2CCN(c3ccnc(C)n3)CC2)cc(OC)c1,-11.081,-0.462,05
Z1747443131,CC(=O)N[C@H]1CC[C@H](Nc2ccc(C)cc2OC[C@H]2CCCO2)CC1,-11.081,-0.443,02
Z1828665933,COc1cc(CCNC(=O)NC[C@H]2CC[C@@H](O)C2)ccc1F,-11.079,-0.504,03
Z1158465895,CC(C)Cc1ccc(C(=O)CCC(=O)Nc2cc(C(N)=O)c(F)cc2F)cc1,-11.076,-0.396,05
Z1828665933,COc1cc(CCNC(=O)NC[C@H]2CC[C@@H](O)C2)ccc1F,-11.076,-0.503,04
Z992199022,CNC(=O)c1cccc(CNC(=O)c2ccc(-n3cnnc3)cc2)c1,-11.076,-0.443,02
Z1178130874,CC(C)(C)[C@H]1CC[C@@](O)(CNC(=O)C[C@H]2CCS(=O)(=O)C2)CC1,-11.075,-0.482,05
Z2764030238,Cc1cccc(CC(=O)NC[C@H]2C[C@H](c3nc(C)no3)C[C@H]2O)c1,-11.074,-0.461,04
Z2347016595,C[NH+](C)CCCOc1ccc(CNc2ncnc3cnccc23)cc1,-11.071,-0.443,01
Z422628608,COc1cc(CNC(=O)C[C@@H]2CCCO2)ccc1OC[C@@H]1CCCO1,-11.070,-0.443,05
Z220420912,CCCNC(=O)CN1CCN(c2ccc3nnnn3n2)CC1,-11.069,-0.503,04
Z1757032542,CCn1cnnc1[C@@H]1CN(C(=O)CO[C@@H]2CCC[C@H](C)C2)CCO1,-11.068,-0.461,01
Z807402748,COCCCCNC(=O)Nc1ccc(-c2noc(C(C)(C)C)n2)cc1,-11.067,-0.443,02
Z1564988027,COCCN1CCN(Cc2coc(-c3cccc(Cl)c3)n2)CC1=O,-11.066,-0.461,02
Z32835816,COc1ccc(CC(=O)N2CCC(C(=O)N3CCOCC3)CC2)cc1,-11.066,-0.443,04
Z1892562909,O=C(Nc1ccc(N2CCOCC2)cn1)N1CCN2CCOC[C@@H]2C1,-11.065,-0.443,03
Z1143371986,CC(C)C[N@H+]1CCO[C@@H](CNS(=O)(=O)C[C@@H]2CCOC2)C1,-11.064,-0.527,05
Z2273442083,CC[C@H](NCc1nc(-c2ccncn2)no1)c1ccc(C)cc1,-11.064,-0.481,01
Z74634694,CCCc1ccc([C@]2(C)NC(=O)N(CC(=O)c3cc(F)ccc3OC)C2=O)cc1,-11.064,-0.382,01
Z91144062,COCc1ccc(C(=O)NCCc2ccc3c(c2)OCO3)cc1,-11.064,-0.481,02
Z91144062,COCc1ccc(C(=O)NCCc2ccc3c(c2)OCO3)cc1,-11.064,-0.481,03
Z1169976832,CC(=O)NCc1ccc(-c2nc(Cc3noc(C)n3)no2)cc1,-11.062,-0.481,05
Z826520874,CCc1noc(CS(=O)(=O)C[C@@H](O)c2ccc(C)c(C)c2)n1,-11.062,-0.503,03
Z1079896476,CCc1nc([C@@H]2CCCN(C(=O)[C@@H]3C[C@H]3c3cccc(C)c3)C2)no1,-11.061,-0.442,05
Z1892562909,O=C(Nc1ccc(N2CCOCC2)cn1)N1CCN2CCOC[C@@H]2C1,-11.061,-0.442,04
Z2732666180,COCCOc1cccc(C(=O)N2CCC[C@H](n3ccnn3)CC2)c1,-11.061,-0.442,02
Z114950992,CCOc1cc2c(cc1/C=C/C(=O)c1ccc3c(c1)NC(=O)CO3)O[C@H](C)C2,-11.060,-0.395,05
Z1757599611,COc1ccc(Cc2noc([C@H]3CCc4ncnn4C3)n2)cc1,-11.060,-0.481,03
Z2010703506,Cc1ccc(C2=NO[C@@H](CNc3ncnc4c3cnn4C)C2)cc1C,-11.060,-0.442,05
Z2055200136,COc1ccc(-n2ccc(C(=O)N3C[C@@H](OC)C[C@H]3C(N)=O)n2)cc1,-11.060,-0.442,03
Z2273442083,CC[C@H](NCc1nc(-c2ccncn2)no1)c1ccc(C)cc1,-11.059,-0.481,02
Z827344606,CCOc1ccc(C[C@@H](CNC(=O)c2cnccn2)C(N)=O)cc1,-11.059,-0.461,03
Z46634513,C#CCOc1ccc(/C=C/C(=O)c2ccc([O-])c(OC)c2)cc1OCC,-11.057,-0.425,01
Z91144062,COCc1ccc(C(=O)NCCc2ccc3c(c2)OCO3)cc1,-11.057,-0.481,04
Z1251877223,C[C@@H]1Oc2ccc(C(=O)C3CCN(C(=O)[C@H]4Cc5cc(F)ccc5O4)CC3)cc2NC1=O,-11.056,-0.345,01
Z2685357145,CC(C)[C@H]1CC[C@H](c2nc(-c3c[nH]c(=O)[nH]c3=O)no2)CC1,-11.056,-0.503,05
Z366650962,O=C(CC[C@H]1CCCO1)NCc1ccnc(-n2cccn2)c1,-11.056,-0.503,02
Z49725770,C/C(=N/NC(=O)c1ccc2c(c1)OCO2)c1ccc(N2CCOCC2)cc1,-11.055,-0.409,05
Z449785670,N#C/C(=C\c1ccc(N2CCOCC2)cc1)C(=O)c1ccc2c(c1)OCO2,-11.054,-0.409,04
Z999078716,Cc1cccc(-n2cc(C(=O)Nc3nnc(-c4ccccn4)[nH]3)nn2)c1,-11.054,-0.425,04
Z1362288248,COc1ccc(C(=O)C2CCN(C(=O)c3c[nH]c(=O)n(C)c3=O)CC2)cc1,-11.052,-0.409,02
Z1456255791,O=C(c1ccc2c(c1)OCCO2)C1CCN([C@@H]2CS(=O)(=O)C[C@H]2O)CC1,-11.052,-0.425,05
Z67738025,COc1ccc(CN(C)C(=O)c2ccc(-n3cnnn3)cc2)cc1F,-11.052,-0.442,02
Z1362288248,COc1ccc(C(=O)C2CCN(C(=O)c3c[nH]c(=O)n(C)c3=O)CC2)cc1,-11.051,-0.409,03
Z1892562909,O=C(Nc1ccc(N2CCOCC2)cn1)N1CCN2CCOC[C@@H]2C1,-11.051,-0.442,05
Z281543178,CC(C)=C[C@H]1[C@H](C(=O)NCCc2nnc3n2CCCCC3)C1(C)C,-11.050,-0.460,05
Z1252336609,Cc1noc(-c2ccnc(N3CCN(CC(=O)NC4CC4)CC3)c2)n1,-11.049,-0.442,05
Z91144062,COCc1ccc(C(=O)NCCc2ccc3c(c2)OCO3)cc1,-11.048,-0.480,05
Z1389984252,CC(C)C[C@H](C)OCCC(=O)Nc1cccc(-c2ccc(=O)[nH]n2)c1,-11.047,-0.442,04
Z30403873,COc1ccc(C(=O)NCCc2ccc3c(c2)OCCO3)cc1OC,-11.045,-0.442,01
Z1171344530,COc1cccc(NC(=O)CONC(=O)CCOc2ccccc2)c1,-11.044,-0.442,04
Z1539739871,O=C(NCc1nncn1C1CC1)Nc1ccc2nc(C(F)F)[nH]c2c1,-11.041,-0.442,01
Z2492075438,CCO[C@@H](C)c1noc(CN2CCN(c3cncc(OC)c3)CC2)n1,-11.040,-0.442,02
Z814362068,COc1ccc(OCCCNC(=O)N2CC[C@@H](C(N)=O)C2)cc1,-11.033,-0.480,05
Z1334612550,CCc1cc(N2CCC(NC(=O)CC[C@@H]3CCCO3)CC2)ncn1,-11.032,-0.460,05
Z18536870,CCC(=O)c1ccc(OCC(=O)N(C)Cc2ccc(OC)c(OC)c2OC)cc1,-11.032,-0.380,01
Z2055344110,NC(=O)C[C@H]1CCC[N@@H+](Cc2nnc(C3CC3)n2C2CC2)CC1,-11.032,-0.480,02
Z1342156360,COc1cc(CC2CN(C(=O)[C@@H]3COCCO3)C2)cc(OC)c1,-11.030,-0.480,01
Z1828665933,COc1cc(CCNC(=O)NC[C@H]2CC[C@@H](O)C2)ccc1F,-11.030,-0.501,05
Z46634513,C#CCOc1ccc(/C=C/C(=O)c2ccc([O-])c(OC)c2)cc1OCC,-11.030,-0.424,02
Z1139298617,Cc1nnc2n1CCN(C(=O)CCOc1ccc(C(C)C)cc1)C2,-11.027,-0.459,02
Z1359876366,O=C(NCc1ccccn1)N1CCC(OC[C@H]2CCCO2)CC1,-11.024,-0.479,01
Z434457782,CCOc1ccc2c(c1)CC(C(=O)NCCCn1cncn1)=CO2,-11.024,-0.459,05
Z933937368,Cc1noc([C@H]2CCCN(C(=O)NCCc3cccc(Cl)c3)C2)n1,-11.023,-0.459,04
Z1230404170,Clc1cccc(-c2noc(CN3CCC(c4ncc[nH]4)CC3)n2)c1,-11.022,-0.459,01
Z361223086,CN(CC(=O)NCc1ccc2c(c1)OCCO2)S(C)(=O)=O,-11.021,-0.525,02
Z2370334993,CC(C)C[C@@H](C)OCCc1nc(-c2ccn(C)c(=O)c2)no1,-11.020,-0.501,01
Z32835816,COc1ccc(CC(=O)N2CCC(C(=O)N3CCOCC3)CC2)cc1,-11.019,-0.441,05
Z2764030238,Cc1cccc(CC(=O)NC[C@H]2C[C@H](c3nc(C)no3)C[C@H]2O)c1,-11.018,-0.459,05
Z1271923561,C[C@@]1(CO)CCC[C@@H]1[NH2+]Cc1cnc(N2CCOCC2)nc1,-11.015,-0.501,04
Z1587258996,CC(=O)N1CCN(C(=O)CN2CCCC[C@@H]2Cn2ccnn2)CC1,-11.015,-0.459,01
Z1272342896,CC(C)[N@H+]1CCO[C@@H](C[NH+]2CCN(c3nccn(C)c3=O)CC2)C1,-11.014,-0.459,02
Z369504266,CC(=O)Nc1ccc(OC[C@@H](O)COc2ccc(C(C)=O)cc2)cc1,-11.013,-0.441,01
Z826520874,CCc1noc(CS(=O)(=O)C[C@@H](O)c2ccc(C)c(C)c2)n1,-11.012,-0.501,04
Z25072865,CC(=O)c1cccc(OCC(=O)N[C@@H](C)c2ccc3c(c2)OCO3)c1,-11.008,-0.440,01
Z73537550,CCNC(=O)COc1ccc(/C=C/C(=O)c2ccc(OC)c(F)c2)cc1OC,-11.008,-0.393,01
Z159783550,C[C@H]1CCCN(C(=O)CNc2cccc(-n3cnnn3)c2)C1,-11.007,-0.500,01
Z1127082757,CC(C)NC(=O)CCCC(=O)N[C@@H](C)c1cccc(OC(F)F)c1,-11.006,-0.459,02
Z369454274,Cc1cc(N2CCOCC2)ccc1N[C@@H](C)C(=O)N1CCOCC1,-11.006,-0.459,01
Z46360792,C[C@@H](C(N)=O)N(C)CC(=O)Nc1ccc(N2CCOCC2)cc1,-11.006,-0.479,01
Z46059539,O=C(/C=C/c1ccc(N2CCOCC2)cc1)c1ccc2c(c1)OCO2,-11.004,-0.440,03
Z240416650,O=C(NCCCC(=O)N1CCC(C(=O)c2ccc3c(c2)OCCO3)CC1)NC1CCCCC1,-11.003,-0.333,03
Z738056858,Cc1ccc(S(=O)(=O)Nc2cccc(-n3nnnc3C)c2)cc1C,-11.003,-0.458,01
Z2055344110,NC(=O)C[C@H]1CCC[N@@H+](Cc2nnc(C3CC3)n2C2CC2)CC1,-11.002,-0.478,03
Z67738025,COc1ccc(CN(C)C(=O)c2ccc(-n3cnnn3)cc2)cc1F,-11.002,-0.440,03
Z1389984252,CC(C)C[C@H](C)OCCC(=O)Nc1cccc(-c2ccc(=O)[nH]n2)c1,-11.000,-0.440,05
Z1765736319,O=C(Nc1ccnc2ccnn12)c1cn(-c2cccc(Cl)c2)nn1,-11.000,-0.458,01
Z1166121276,Cc1nnc(SCc2nc(Cc3cccc(Cl)c3)no2)n1N,-10.997,-0.500,03
Z227987346,CC(C)(C)c1ccc(NC(=O)C2CCN(S(C)(=O)=O)CC2)cc1,-10.995,-0.478,02
Z1166121276,Cc1nnc(SCc2nc(Cc3cccc(Cl)c3)no2)n1N,-10.994,-0.500,04
Z1127202134,COCCOc1ccc(NC(=O)NC2(CO)CCOCC2)cn1,-10.992,-0.478,02
Z1708831341,Clc1ccccc1-c1nnc(CN2CCO[C@@]3(CCOC3)C2)o1,-10.989,-0.478,03
Z2732666180,COCCOc1cccc(C(=O)N2CCC[C@H](n3ccnn3)CC2)c1,-10.988,-0.440,03
Z2053141383,Cc1ccnc(N2CCC[C@H](n3ncc(N(C)C(C)C)cc3=O)C2)n1,-10.986,-0.439,02
Z57975869,COc1ccc(O)c(C(=O)c2cnn(C(=O)CN3CCCC3=O)c2)c1,-10.986,-0.439,04
Z873714222,COc1ccc(COC[C@@H](O)CNC(=O)c2ccccc2C)cc1,-10.985,-0.458,01
Z1152062066,CS(=O)(=O)N1CCN(c2nc(-c3cccc(Cl)c3)no2)CC1,-10.984,-0.499,01
Z916733394,COc1ccc(-c2nnc(NC(=O)c3ccccc3F)[nH]2)c(OC)c1,-10.984,-0.439,01
Z1269640896,CC(C)c1cccc(OCC(=O)N[C@H]2CCC(=O)NC2=O)c1,-10.983,-0.499,01
Z1271923561,C[C@@]1(CO)CCC[C@@H]1[NH2+]Cc1cnc(N2CCOCC2)nc1,-10.983,-0.499,05
Z1362288248,COc1ccc(C(=O)C2CCN(C(=O)c3c[nH]c(=O)n(C)c3=O)CC2)cc1,-10.982,-0.407,04
Z67738025,COc1ccc(CN(C)C(=O)c2ccc(-n3cnnn3)cc2)cc1F,-10.982,-0.439,04
Z46059539,O=C(/C=C/c1ccc(N2CCOCC2)cc1)c1ccc2c(c1)OCO2,-10.981,-0.439,04
Z941756586,CC(=O)c1cccc(OCCCC(=O)N2C[C@H](C(N)=O)CC[C@H]2C)c1,-10.981,-0.439,03
Z1708831341,Clc1ccccc1-c1nnc(CN2CCO[C@@]3(CCOC3)C2)o1,-10.977,-0.477,04
Z1127082757,CC(C)NC(=O)CCCC(=O)N[C@@H](C)c1cccc(OC(F)F)c1,-10.976,-0.457,03
Z1127202134,COCCOc1ccc(NC(=O)NC2(CO)CCOCC2)cn1,-10.974,-0.477,03
Z933937368,Cc1noc([C@H]2CCCN(C(=O)NCCc3cccc(Cl)c3)C2)n1,-10.974,-0.457,05
Z1251877223,C[C@@H]1Oc2ccc(C(=O)C3CCN(C(=O)[C@H]4Cc5cc(F)ccc5O4)CC3)cc2NC1=O,-10.972,-0.343,02
Z1425954110,COc1ccc(OCCS(=O)(=O)Nc2ccc3nn[nH]c3c2)cc1,-10.972,-0.457,02
Z1139251552,O=C(CNC[C@H]1CCCN1c1cccnn1)NCCC1=CCCCC1,-10.971,-0.439,02
Z2055344110,NC(=O)C[C@H]1CCC[N@@H+](Cc2nnc(C3CC3)n2C2CC2)CC1,-10.970,-0.477,04
Z1171344530,COc1cccc(NC(=O)CONC(=O)CCOc2ccccc2)c1,-10.969,-0.439,05
Z2505570772,COCCNC(=O)C1CCN(c2nc(N)[nH+]c3c2cnn3C)CC1,-10.969,-0.457,01
Z1817853754,C[C@H](CN(C)Cc1ncnn1C)Oc1ccc(Cl)c(Cl)c1,-10.967,-0.522,01
Z1890225849,COCc1ncc(-c2noc(CC(C3CC3)C3CC3)n2)c(N)n1,-10.967,-0.477,01
Z449785670,N#C/C(=C\c1ccc(N2CCOCC2)cc1)C(=O)c1ccc2c(c1)OCO2,-10.965,-0.406,05
Z756927998,Cc1ccc(Oc2cc(CNC(=O)c3c[nH]nn3)ccn2)cc1C,-10.965,-0.457,01
Z31375831,C[NH+](C)CCC[NH2+]C[C@@H](O)COCc1ccc2c(c1)OCO2,-10.963,-0.498,01
Z2055344110,NC(=O)C[C@H]1CCC[N@@H+](Cc2nnc(C3CC3)n2C2CC2)CC1,-10.961,-0.477,05
Z2379518427,Cc1cnc(CNC(=O)CNC(=O)c2ccc(C(C)(C)C)cc2)nc1,-10.961,-0.438,02
Z941756586,CC(=O)c1cccc(OCCCC(=O)N2C[C@H](C(N)=O)CC[C@H]2C)c1,-10.959,-0.438,04
Z2732666180,COCCOc1cccc(C(=O)N2CCC[C@H](n3ccnn3)CC2)c1,-10.957,-0.438,04
Z57278797,CCCn1nnc(NC(=O)c2ccc(OCC(C)C)cc2)n1,-10.956,-0.498,03
Z67738025,COc1ccc(CN(C)C(=O)c2ccc(-n3cnnn3)cc2)cc1F,-10.956,-0.438,05
Z2069888324,C[C@H](C(=O)NC(=O)NC1CC1)N1CCC[C@@H](S(=O)(=O)N(C)C)C1,-10.955,-0.476,03
Z240416650,O=C(NCCCC(=O)N1CCC(C(=O)c2ccc3c(c2)OCCO3)CC1)NC1CCCCC1,-10.955,-0.332,04
Z48964470,CC(=O)c1ccc(NC(=O)C[C@@H]2SC(NC[C@@H]3CCCO3)=NC2=O)cc1,-10.955,-0.421,02
Z57975869,COc1ccc(O)c(C(=O)c2cnn(C(=O)CN3CCCC3=O)c2)c1,-10.955,-0.438,05
Z873714222,COc1ccc(COC[C@@H](O)CNC(=O)c2ccccc2C)cc1,-10.954,-0.456,02
Z48964470,CC(=O)c1ccc(NC(=O)C[C@@H]2SC(NC[C@@H]3CCCO3)=NC2=O)cc1,-10.953,-0.421,03
Z1466802479,CCOc1cccc(CCNC(=O)N2CCC([C@@H](C)O)CC2)c1,-10.952,-0.476,01
Z1453149315,COCc1cc(NC(=O)NCCCN(C)c2ccccc2)ncn1,-10.951,-0.456,01
Z2379518427,Cc1cnc(CNC(=O)CNC(=O)c2ccc(C(C)(C)C)cc2)nc1,-10.951,-0.438,03
Z295486252,COc1ccc(CCC(=O)Nc2ccc(-n3cncn3)nc2)cc1,-10.949,-0.456,01
Z1941712293,COc1ccccc1O[C@H](C)CNC(=O)N1C[C@@H](C)O[C@@H](C2CC2)C1,-10.948,-0.438,02
Z5591952761,CC(C)C[C@@H]([NH3+])c1noc(-c2ccc(=O)n(-c3cnn(C)c3)c2)n1,-10.948,-0.456,01
Z1759887352,NC(=O)c1noc([C@@H]2CCCN2CCC[NH+]2CCOCC2)n1,-10.946,-0.498,03
Z1213736221,COc1ccc(/C=c2/sc3nc([C@H]4COc5ccccc5O4)nn3c2=O)cc1OC,-10.945,-0.365,01
Z369504266,CC(=O)Nc1ccc(OC[C@@H](O)COc2ccc(C(C)=O)cc2)cc1,-10.945,-0.438,02
Z46059932,CCNC(=O)COc1ccc(/C=C/C(=O)c2ccc3c(c2)OCO3)cc1OCC,-10.945,-0.377,05
Z1139298617,Cc1nnc2n1CCN(C(=O)CCOc1ccc(C(C)C)cc1)C2,-10.943,-0.456,03
Z25072865,CC(=O)c1cccc(OCC(=O)N[C@@H](C)c2ccc3c(c2)OCO3)c1,-10.942,-0.438,02
Z46634513,C#CCOc1ccc(/C=C/C(=O)c2ccc([O-])c(OC)c2)cc1OCC,-10.942,-0.421,03
Z2273442083,CC[C@H](NCc1nc(-c2ccncn2)no1)c1ccc(C)cc1,-10.941,-0.476,03
Z2732666180,COCCOc1cccc(C(=O)N2CCC[C@H](n3ccnn3)CC2)c1,-10.940,-0.438,05
Z5591952761,CC(C)C[C@@H]([NH3+])c1noc(-c2ccc(=O)n(-c3cnn(C)c3)c2)n1,-10.937,-0.456,02
Z1268725564,CCO[C@H](C)c1noc(CCC(=O)N2CCC[C@@H]2c2noc(C)n2)n1,-10.934,-0.437,01
Z266491268,COc1ccc(NC[C@H](O)COc2ccc(C(C)=O)cc2OC)cc1,-10.934,-0.437,03
Z46059539,O=C(/C=C/c1ccc(N2CCOCC2)cc1)c1ccc2c(c1)OCO2,-10.934,-0.437,05
Z31375831,C[NH+](C)CCC[NH2+]C[C@@H](O)COCc1ccc2c(c1)OCO2,-10.933,-0.497,02
Z1362288248,COc1ccc(C(=O)C2CCN(C(=O)c3c[nH]c(=O)n(C)c3=O)CC2)cc1,-10.931,-0.405,05
Z1166121276,Cc1nnc(SCc2nc(Cc3cccc(Cl)c3)no2)n1N,-10.930,-0.497,05
Z1230404170,Clc1cccc(-c2noc(CN3CCC(c4ncc[nH]4)CC3)n2)c1,-10.929,-0.455,02
Z1941712293,COc1ccccc1O[C@H](C)CNC(=O)N1C[C@@H](C)O[C@@H](C2CC2)C1,-10.929,-0.437,03
Z2373763653,COCCOc1cccc(C(=O)N[C@H]2CC[N@H+](OC)CC2)c1,-10.929,-0.497,01
Z25181631,CC(C)N(C(=O)COc1ccc(-n2cnnn2)cc1)C(C)C,-10.929,-0.497,01
Z343598356,COCc1cccc(NC(=O)c2ccc(OC(F)F)cc2)c1,-10.928,-0.497,01
Z1757599611,COc1ccc(Cc2noc([C@H]3CCc4ncnn4C3)n2)cc1,-10.927,-0.475,04
Z1395330357,CCn1nnnc1-c1cccc(NCc2cn3c(C)cc(C)nc3[nH+]2)c1,-10.926,-0.420,01
Z51233969,Cn1c(COc2ccccc2Cl)nnc1SCC(=O)c1ccc(NC(=O)C(C)(C)C)cc1,-10.923,-0.341,01
Z1250762090,Cc1cccc(OCCCCC(=O)N[C@@H](c2nnc(C)[nH]2)C(C)C)c1,-10.922,-0.437,02
Z1342156360,COc1cc(CC2CN(C(=O)[C@@H]3COCCO3)C2)cc(OC)c1,-10.922,-0.475,02
Z738056858,Cc1ccc(S(=O)(=O)Nc2cccc(-n3nnnc3C)c2)cc1C,-10.922,-0.455,02
Z74634694,CCCc1ccc([C@]2(C)NC(=O)N(CC(=O)c3cc(F)ccc3OC)C2=O)cc1,-10.921,-0.377,02
Z433500306,COc1ccccc1CCNC(=O)Nc1cccc(OC(F)F)c1,-10.920,-0.455,02
Z30403873,COc1ccc(C(=O)NCCc2ccc3c(c2)OCCO3)cc1OC,-10.919,-0.437,02
Z361223086,CN(CC(=O)NCc1ccc2c(c1)OCCO2)S(C)(=O)=O,-10.919,-0.520,03
Z1272342896,CC(C)[N@H+]1CCO[C@@H](C[NH+]2CCN(c3nccn(C)c3=O)CC2)C1,-10.916,-0.455,03
Z1325702062,CSc1ccc(NC(=O)CCSc2nnc(C)[nH]2)cc1Cl,-10.915,-0.520,01
Z1682186439,Cn1ncc2cn(C[C@H](O)COCc3ccccc3F)nc2c1=O,-10.913,-0.455,01
Z2055200136,COc1ccc(-n2ccc(C(=O)N3C[C@@H](OC)C[C@H]3C(N)=O)n2)cc1,-10.913,-0.437,04
Z1747443131,CC(=O)N[C@H]1CC[C@H](Nc2ccc(C)cc2OC[C@H]2CCCO2)CC1,-10.912,-0.436,03
Z191515130,CN(Cc1ccccc1N1CCOCC1)C(=O)CCC(=O)c1ccc2c(c1)CCC2,-10.912,-0.364,01
Z28052762,O=C(Cc1cccc2ccccc12)Nc1cccc(-n2cnnn2)c1,-10.908,-0.436,01
Z48964470,CC(=O)c1ccc(NC(=O)C[C@@H]2SC(NC[C@@H]3CCCO3)=NC2=O)cc1,-10.908,-0.420,04
Z1075045592,C=C(C)COc1cccc(NC(=O)NC[C@@H]2CCCOC2)c1,-10.907,-0.496,01
Z1139496454,Cc1cc(C)n(C[C@H]2CN(CC(=O)Nc3cc(C)on3)CCO2)n1,-10.907,-0.454,03
Z1139496454,Cc1cc(C)n(C[C@H]2CN(CC(=O)Nc3cc(C)on3)CCO2)n1,-10.906,-0.454,04
Z827344606,CCOc1ccc(C[C@@H](CNC(=O)c2cnccn2)C(N)=O)cc1,-10.905,-0.454,04
Z873714222,COc1ccc(COC[C@@H](O)CNC(=O)c2ccccc2C)cc1,-10.904,-0.454,03
Z31375831,C[NH+](C)CCC[NH2+]C[C@@H](O)COCc1ccc2c(c1)OCO2,-10.903,-0.496,03
Z369504266,CC(=O)Nc1ccc(OC[C@@H](O)COc2ccc(C(C)=O)cc2)cc1,-10.902,-0.436,03
Z451133890,CC(C)COc1ccc(C(=O)Nc2cccnc2-n2cccn2)cn1,-10.902,-0.436,02
Z1759369872,O=C(CC[C@H]1CCOC1)NC[C@@H]1C[C@H](F)CN1Cc1cncnc1,-10.900,-0.454,01
Z18536870,CCC(=O)c1ccc(OCC(=O)N(C)Cc2ccc(OC)c(OC)c2OC)cc1,-10.900,-0.376,02
Z826520874,CCc1noc(CS(=O)(=O)C[C@@H](O)c2ccc(C)c(C)c2)n1,-10.900,-0.495,05
Z26742705,COc1ccc(NC(=O)CCc2ccc(OC)c(OC)c2)cc1Cl,-10.899,-0.454,01
Z1325702062,CSc1ccc(NC(=O)CCSc2nnc(C)[nH]2)cc1Cl,-10.898,-0.519,02
Z1139215782,Cc1cn2nc(N3CCO[C@@H](Cn4nc(C)cc4C)C3)sc2n1,-10.897,-0.474,04
Z1466802479,CCOc1cccc(CCNC(=O)N2CCC([C@@H](C)O)CC2)c1,-10.897,-0.474,02
Z266491268,COc1ccc(NC[C@H](O)COc2ccc(C(C)=O)cc2OC)cc1,-10.897,-0.436,04
Z428835904,Cc1cccc(-c2nnc(COc3cccc(-c4nnco4)c3)o2)c1,-10.897,-0.436,01
Z369504266,CC(=O)Nc1ccc(OC[C@@H](O)COc2ccc(C(C)=O)cc2)cc1,-10.896,-0.436,04
Z240416650,O=C(NCCCC(=O)N1CCC(C(=O)c2ccc3c(c2)OCCO3)CC1)NC1CCCCC1,-10.895,-0.330,05
Z369504266,CC(=O)Nc1ccc(OC[C@@H](O)COc2ccc(C(C)=O)cc2)cc1,-10.895,-0.436,05
Z159783550,C[C@H]1CCCN(C(=O)CNc2cccc(-n3cnnn3)c2)C1,-10.894,-0.495,02
Z1139251552,O=C(CNC[C@H]1CCCN1c1cccnn1)NCCC1=CCCCC1,-10.893,-0.436,03
